student_id,last_name,first_name,middle_name,program,year_enrolled,shs_name,status_passed_sf10
20271138,Aquino,Jose,Fernando,BSEd,2027,Provincial High,true
20221139,Reyes,Ramon,Ignacio,ABComm,2022,Integrated School of Science,false
20261140,Gonzalez,Elena,Pascual,BSIT,2026,Mabini High,true
20241141,Torres,Carlos,Clemente,ABComm,2024,Pioneer Academy,false
20251142,Del Rosario,Teresa,Salvador,ACT,2025,National Science High,passed
20221143,Aguilar,Marco,Bernardo,BSCS,2022,Tech High School,0
20221144,Sy,Angelica,Ocampo,BSEEd,2022,Integrated School of Science,1
20221145,Cruz,Ramon,Reyes,BSEd,2022,St. Jude Academy,false
20271146,Bautista,Paolo,Kasilag,BSBAHRM,2027,National Science High,false
20271147,Ramos,Gabriel,Bernardo,BSEE,2027,City Science HS,1
20241148,Del Rosario,Miguel,Hernandez,BSME,2024,St. Jude Academy,passed
20271149,Cruz,Julio,Valdez,ACT,2027,Pioneer Academy,passed
20221150,Mercado,Diana,Macapagal,BSSE,2022,Rizal Memorial,yes
20261151,Castro,Julio,Salvador,BSIS,2026,Mabini High,0
20221152,Aguilar,Carla,Kasilag,BSBAMkg,2022,Valley View Academy,1
20251153,Del Rosario,Mateo,Laxamana,BSBAMkg,2025,Eastern Standard High,yes
20261154,Bautista,Carlos,Ocampo,ACT,2026,Eastern Standard High,false
20271155,Aquino,Jose,Jacinto,BSIT,2027,City Science HS,0
20261156,De Leon,Marco,Jacinto,BSEd,2026,Rizal Memorial,yes
20241157,Garcia,Julio,Fernando,ABComm,2024,Integrated School of Science,passed
20221158,Ramos,Paolo,Reyes,BSA,2022,Mabini High,yes
20231159,Gomez,Carla,Evangelista,BSIS,2023,Integrated School of Science,0
20271160,Aquino,Enrique,Kasilag,BSA,2027,Eastern Standard High,no
20221161,Mendoza,Angelica,Fernando,BSCpE,2022,St. Jude Academy,1
20241162,Perez,Gabriel,Gomez,BSHRM,2024,Valley View Academy,true
20261163,Ramos,Sofia,Dalisay,BSA,2026,Pioneer Academy,false
20221164,Navarro,Jose,Dalisay,BSSE,2022,Provincial High,false
20221165,Tan,Enrique,Dalisay,BSN,2022,Valley View Academy,yes
20271166,Reyes,Paolo,Jacinto,ABComm,2027,Tech High School,no
20261167,Tan,Pedro,Reyes,BSEd,2026,Mabini High,false
20231168,Lim,Sofia,Valdez,BSSE,2023,Integrated School of Science,0
20221169,Tan,Juan,Dalisay,BSEE,2022,Integrated School of Science,yes
20261170,Tan,Rosa,Laxamana,BSME,2026,Pioneer Academy,false
20271171,Gonzalez,Carlos,Bernardo,BSIS,2027,Valley View Academy,0
20251172,Perez,Pedro,Macapagal,BSN,2025,National Science High,passed
20231173,De Leon,Gabriel,Zaragoza,BSCS,2023,Provincial High,passed
20251174,Tan,Diana,Kasilag,BSME,2025,Eastern Standard High,no
20271175,Gonzalez,Miguel,Evangelista,BSBAHRM,2027,Provincial High,no
20261176,Torres,Ramon,Fernando,BSIS,2026,Valley View Academy,1
20261177,Santos,Julio,Jacinto,BSCS,2026,Metro Manila High,false
20251178,Navarro,Anna,Reyes,BSN,2025,St. Jude Academy,yes
20241179,Cruz,Gabriel,Zaragoza,BSBAMkg,2024,Valley View Academy,false
20221180,Tan,Rosa,Reyes,BSIT,2022,Tech High School,0
20221181,Gonzalez,Diana,Valdez,BSCS,2022,Metro Manila High,0
20261182,Perez,Bea,Laxamana,BSN,2026,St. Jude Academy,0
20261183,Santos,Diana,Navarro,ACT,2026,Rizal Memorial,passed
20261184,Mercado,Jose,Dalisay,BSBAMkg,2026,City Science HS,yes
20221185,Mendoza,Maria,Quizon,BSCpE,2022,Rizal Memorial,yes
20241186,De Leon,Juan,Fernando,BSCpE,2024,National Science High,true
20241187,Bautista,Pedro,Fernando,BSSE,2024,Tech High School,false
20261188,Tan,Diana,Zaragoza,BSCpE,2026,Rizal Memorial,yes
20231189,Aquino,Gabriel,Clemente,BSCS,2023,Tech High School,true
20221190,Gonzalez,Paolo,Zaragoza,BSA,2022,National Science High,no
20221191,Santos,Ramon,Ocampo,BSA,2022,Provincial High,passed
20261192,Torres,Paolo,Quizon,BSN,2026,Provincial High,yes
20241193,Bautista,Julio,Fernando,BSIS,2024,Rizal Memorial,0
20241194,Tan,Diana,Bernardo,BSCpE,2024,Provincial High,true
20271195,Santos,Juan,Ignacio,BSBAMkg,2027,Pioneer Academy,1
20271196,Tan,Jose,Pascual,ACT,2027,St. Jude Academy,yes
20261197,Sy,Paolo,Laxamana,BSIT,2026,Tech High School,yes
20221198,Gonzalez,Gabriel,Hernandez,BSIS,2022,Valley View Academy,true
20241199,Villanueva,Carla,Reyes,BSEEd,2024,Eastern Standard High,1
20261200,Gonzalez,Sofia,Quizon,ABComm,2026,Metro Manila High,0
20231201,Aquino,Jose,Zaragoza,BSCpE,2023,Integrated School of Science,false
20221202,Mendoza,Pedro,Reyes,ABComm,2022,National Science High,false
20261203,Mercado,Pedro,Clemente,BSME,2026,Metro Manila High,passed
20221204,Gonzalez,Rosa,Zaragoza,BSEE,2022,St. Jude Academy,yes
20241205,De Leon,Paolo,Quizon,BSHRM,2024,City Science HS,1
20241206,Garcia,Angelica,Laxamana,BSN,2024,Metro Manila High,1
20241207,Gonzalez,Diego,Navarro,BSN,2024,Rizal Memorial,yes
20251208,Tan,Carla,Pascual,BSEE,2025,Metro Manila High,false
20221209,Navarro,Pedro,Ignacio,BSBAHRM,2022,Pioneer Academy,1
20241210,Bautista,Jose,Fernando,BSCpE,2024,City Science HS,passed
20241211,Navarro,Luis,Quizon,BSCpE,2024,Mabini High,no
20231212,Aguilar,Julio,Bernardo,BSCS,2023,St. Jude Academy,no
20221213,Navarro,Angelica,Pascual,BSN,2022,St. Jude Academy,1
20261214,Reyes,Enrique,Quizon,BSBAHRM,2026,Mabini High,yes
20251215,Villanueva,Luis,Alonzo,BSN,2025,National Science High,yes
20261216,Perez,Enrique,Ocampo,BSN,2026,Eastern Standard High,true
20231217,Santos,Teresa,Valdez,BSIS,2023,City Science HS,true
20231218,Gonzalez,Bea,Valdez,BSEE,2023,Tech High School,yes
20241219,Castro,Sofia,Laxamana,BSN,2024,Mabini High,0
20261220,Gomez,Enrique,Valdez,BSBAMkg,2026,City Science HS,yes
20241221,Garcia,Mateo,Macapagal,BSSE,2024,Tech High School,yes
20231222,Santos,Anna,Laxamana,BSBAMkg,2023,City Science HS,no
20241223,Santos,Pedro,Reyes,BSA,2024,Rizal Memorial,1
20231224,Cruz,Lucia,Jacinto,BSIS,2023,Valley View Academy,1
20231225,Mendoza,Miguel,Fernando,BSME,2023,Eastern Standard High,1
20231226,Ramos,Gabriel,Kasilag,BSIT,2023,Integrated School of Science,0
20251227,Villanueva,Paolo,Salvador,BSHRM,2025,St. Jude Academy,passed
20271228,Reyes,Teresa,Ocampo,BSN,2027,Tech High School,false
20271229,Del Rosario,Mateo,Jacinto,BSBAHRM,2027,Tech High School,0
20221230,Castro,Enrique,Zaragoza,BSEd,2022,Metro Manila High,no
20231231,De Leon,Marco,Navarro,BSHRM,2023,Mabini High,true
20221232,De Leon,Diana,Gomez,BSIT,2022,Mabini High,true
20271233,Aquino,Elena,Fernando,BSCpE,2027,Rizal Memorial,no
20251234,Mendoza,Luis,Quizon,BSIT,2025,Metro Manila High,no
20231235,Santos,Diego,Alonzo,ACT,2023,Eastern Standard High,true
20261236,Ramos,Enrique,Jacinto,BSCS,2026,Pioneer Academy,false
20221237,Sy,Juan,Kasilag,BSBAMkg,2022,Tech High School,0
20251238,Castro,Elena,Laxamana,BSCS,2025,Rizal Memorial,false
20231239,Gomez,Rosa,Macapagal,BSHRM,2023,St. Jude Academy,passed
20251240,Navarro,Diana,Kasilag,BSN,2025,Metro Manila High,no
20251241,Sy,Juan,Alonzo,BSME,2025,National Science High,false
20271242,Del Rosario,Teresa,Gomez,BSHRM,2027,City Science HS,true
20221243,Reyes,Pedro,Jacinto,BSME,2022,Mabini High,false
20251244,Mercado,Carlos,Laxamana,BSEE,2025,Metro Manila High,passed
20231245,Villanueva,Juan,Pascual,BSSE,2023,National Science High,passed
20261246,Torres,Miguel,Ignacio,BSEd,2026,Mabini High,no
20231247,Aguilar,Paolo,Ignacio,ACT,2023,Metro Manila High,0
20261248,Lim,Carlos,Pascual,BSBAHRM,2026,Rizal Memorial,no
20231249,Santos,Jose,Macapagal,BSEEd,2023,Tech High School,0
20241250,Gonzalez,Teresa,Macapagal,BSCpE,2024,Valley View Academy,0
20261251,Villanueva,Julio,Valdez,BSIT,2026,National Science High,no
20221252,Santos,Luis,Quizon,BSHRM,2022,National Science High,true
20251253,Gomez,Pedro,Pascual,BSA,2025,Metro Manila High,false
20231254,Villanueva,Juan,Quizon,BSEd,2023,St. Jude Academy,1
20271255,Mercado,Elena,Jacinto,ACT,2027,St. Jude Academy,no
20241256,Reyes,Bea,Ocampo,BSHRM,2024,Mabini High,0
20241257,Villanueva,Marco,Reyes,BSBAMkg,2024,Valley View Academy,1
20241258,Torres,Teresa,Kasilag,BSME,2024,Metro Manila High,0
20271259,Santos,Paolo,Valdez,BSBAMkg,2027,City Science HS,no
20241260,Mendoza,Bea,Quizon,BSCS,2024,Integrated School of Science,0
20231261,Villanueva,Diana,Pascual,BSME,2023,Eastern Standard High,passed
20271262,Aquino,Juan,Clemente,BSCS,2027,Provincial High,false
20271263,Bautista,Gabriel,Clemente,BSCE,2027,Pioneer Academy,1
20261264,Lim,Sofia,Clemente,BSBAMkg,2026,St. Jude Academy,passed
20261265,Bautista,Mateo,Kasilag,BSA,2026,City Science HS,false
20271266,Aguilar,Angelica,Hernandez,BSCS,2027,Metro Manila High,true
20261267,Aquino,Teresa,Tolentino,BSME,2026,National Science High,0
20241268,Aguilar,Marco,Macapagal,BSCpE,2024,St. Jude Academy,yes
20261269,Torres,Lucia,Navarro,ABComm,2026,Pioneer Academy,true
20221270,Mercado,Enrique,Bernardo,BSEEd,2022,Provincial High,yes
20241271,Castro,Julio,Hernandez,BSHRM,2024,Provincial High,true
20271272,Mercado,Carlos,Alonzo,BSSE,2027,Tech High School,false
20271273,Sy,Anna,Pascual,BSIT,2027,Tech High School,1
20251274,Aguilar,Lucia,Ocampo,ABComm,2025,Eastern Standard High,false
20221275,Sy,Maria,Zaragoza,BSN,2022,Pioneer Academy,true
20251276,Reyes,Marco,Laxamana,BSEEd,2025,National Science High,false
20241277,Aguilar,Enrique,Gomez,ACT,2024,Metro Manila High,0
20271278,Mendoza,Carlos,Fernando,BSME,2027,Rizal Memorial,yes
20261279,Villanueva,Carla,Valdez,BSIT,2026,Rizal Memorial,no
20241280,Torres,Miguel,Pascual,BSA,2024,Tech High School,passed
20271281,Bautista,Julio,Kasilag,BSME,2027,Eastern Standard High,true
20241282,Del Rosario,Miguel,Alonzo,BSBAMkg,2024,Mabini High,true
20261283,Castro,Diana,Fernando,BSIS,2026,Eastern Standard High,passed
20261284,Gonzalez,Diana,Laxamana,ABComm,2026,Rizal Memorial,0
20251285,Garcia,Teresa,Evangelista,BSCS,2025,Tech High School,1
20241286,Castro,Miguel,Macapagal,BSEE,2024,Valley View Academy,no
20261287,Sy,Jose,Tolentino,BSSE,2026,Pioneer Academy,true
20221288,Villanueva,Gabriel,Macapagal,ACT,2022,Valley View Academy,false
20251289,Del Rosario,Miguel,Dalisay,BSCE,2025,St. Jude Academy,true
20261290,Mercado,Juan,Valdez,ABComm,2026,Pioneer Academy,1
20261291,Aquino,Luis,Reyes,BSIT,2026,Provincial High,yes
20261292,Tan,Maria,Dalisay,BSEd,2026,St. Jude Academy,yes
20261293,Tan,Teresa,Alonzo,BSIT,2026,Eastern Standard High,0
20261294,Navarro,Mateo,Tolentino,BSHRM,2026,Eastern Standard High,false
20231295,Perez,Anna,Valdez,BSN,2023,Provincial High,true
20261296,Gonzalez,Juan,Kasilag,BSCE,2026,Pioneer Academy,false
20231297,Aguilar,Juan,Navarro,BSBAMkg,2023,Mabini High,no
20261298,Aquino,Sofia,Valdez,BSIT,2026,St. Jude Academy,0
20221299,Torres,Marco,Quizon,BSHRM,2022,Provincial High,1
20221300,Gomez,Jose,Reyes,BSME,2022,Rizal Memorial,no
20231301,Bautista,Pedro,Dalisay,BSN,2023,Integrated School of Science,yes
20231302,Sy,Bea,Gomez,BSA,2023,City Science HS,false
20241303,Ramos,Teresa,Evangelista,BSBAMkg,2024,Pioneer Academy,1
20251304,Navarro,Diego,Salvador,BSEE,2025,Metro Manila High,true
20251305,Garcia,Ramon,Gomez,BSEEd,2025,City Science HS,passed
20221306,Garcia,Carla,Fernando,BSBAHRM,2022,Rizal Memorial,false
20221307,Santos,Marco,Alonzo,BSCS,2022,Metro Manila High,passed
20271308,Navarro,Carlos,Pascual,BSME,2027,Pioneer Academy,passed
20241309,Castro,Diana,Valdez,BSHRM,2024,Integrated School of Science,1
20261310,Garcia,Carlos,Tolentino,BSCE,2026,National Science High,no
20251311,Sy,Juan,Clemente,BSBAHRM,2025,City Science HS,yes
20231312,De Leon,Juan,Alonzo,ABComm,2023,St. Jude Academy,1
20271313,Gonzalez,Julio,Alonzo,ABComm,2027,City Science HS,no
20241314,Santos,Julio,Alonzo,BSBAMkg,2024,Metro Manila High,0
20271315,Del Rosario,Carla,Dalisay,BSCpE,2027,City Science HS,0
20241316,Aguilar,Lucia,Ignacio,BSIT,2024,City Science HS,passed
20221317,Ramos,Marco,Hernandez,BSIS,2022,Eastern Standard High,false
20261318,Perez,Teresa,Zaragoza,BSCpE,2026,City Science HS,true
20221319,Reyes,Carla,Navarro,BSCS,2022,Tech High School,true
20271320,Aquino,Gabriel,Ocampo,BSSE,2027,Tech High School,1
20271321,Perez,Maria,Jacinto,BSCS,2027,Metro Manila High,yes
20251322,De Leon,Mateo,Pascual,BSSE,2025,Metro Manila High,passed
20261323,Santos,Miguel,Quizon,BSCS,2026,Metro Manila High,no
20241324,Perez,Rosa,Ocampo,BSME,2024,St. Jude Academy,yes
20261325,Aquino,Rosa,Valdez,BSCS,2026,National Science High,no
20251326,Reyes,Ramon,Navarro,BSIS,2025,Pioneer Academy,true
20261327,Reyes,Diego,Zaragoza,BSA,2026,Eastern Standard High,no
20241328,Gonzalez,Sofia,Ignacio,BSCpE,2024,City Science HS,yes
20261329,Santos,Sofia,Pascual,BSN,2026,Provincial High,1
20271330,Gonzalez,Ramon,Jacinto,BSIT,2027,Provincial High,no
20261331,Gomez,Teresa,Evangelista,BSEd,2026,Provincial High,1
20221332,Tan,Rosa,Clemente,BSEE,2022,Valley View Academy,no
20221333,Santos,Ramon,Salvador,BSEE,2022,St. Jude Academy,yes
20241334,Reyes,Marco,Valdez,BSIS,2024,Provincial High,false
20231335,Navarro,Paolo,Evangelista,BSCS,2023,Eastern Standard High,0
20231336,Gonzalez,Maria,Dalisay,BSEE,2023,Eastern Standard High,true
20241337,Castro,Pedro,Reyes,BSHRM,2024,Mabini High,true
20241338,Garcia,Luis,Macapagal,BSIT,2024,Eastern Standard High,no
20261339,Del Rosario,Rosa,Bernardo,BSBAMkg,2026,Provincial High,0
20271340,Villanueva,Gabriel,Alonzo,BSME,2027,Eastern Standard High,yes
20261341,Aguilar,Diana,Bernardo,BSME,2026,City Science HS,yes
20261342,Ramos,Ramon,Hernandez,BSME,2026,Mabini High,true
20271343,Villanueva,Luis,Hernandez,BSCE,2027,City Science HS,passed
20251344,Aguilar,Carlos,Evangelista,BSSE,2025,Metro Manila High,0
20261345,Navarro,Diego,Clemente,BSCpE,2026,Integrated School of Science,1
20251346,Lim,Carla,Reyes,ACT,2025,Pioneer Academy,false
20271347,Ramos,Elena,Quizon,BSCS,2027,Integrated School of Science,no
20261348,Gomez,Pedro,Macapagal,BSEEd,2026,Integrated School of Science,no
20261349,Sy,Carla,Bernardo,BSEd,2026,Rizal Memorial,no
20241350,Castro,Rosa,Reyes,BSBAMkg,2024,Integrated School of Science,true
20271351,Villanueva,Gabriel,Bernardo,BSME,2027,Mabini High,false
20271352,Tan,Teresa,Evangelista,BSEEd,2027,Valley View Academy,true
20221353,Perez,Diego,Jacinto,BSBAMkg,2022,Valley View Academy,passed
20271354,Bautista,Julio,Ocampo,BSCpE,2027,Eastern Standard High,yes
20261355,Tan,Juan,Bernardo,BSBAHRM,2026,Integrated School of Science,1
20251356,Villanueva,Teresa,Evangelista,BSCS,2025,Metro Manila High,0
20241357,Aguilar,Sofia,Laxamana,BSME,2024,Mabini High,false
20251358,Aquino,Maria,Gomez,BSEEd,2025,Pioneer Academy,1
20241359,Ramos,Julio,Bernardo,ABComm,2024,National Science High,yes
20251360,Reyes,Ramon,Salvador,BSCS,2025,Valley View Academy,no
20231361,Reyes,Bea,Zaragoza,BSA,2023,Provincial High,no
20241362,Torres,Luis,Salvador,ACT,2024,Metro Manila High,false
20221363,Aquino,Enrique,Valdez,BSN,2022,St. Jude Academy,false
20251364,Ramos,Ramon,Ignacio,BSCS,2025,Metro Manila High,yes
20221365,Sy,Bea,Macapagal,BSBAHRM,2022,Tech High School,no
20251366,Mercado,Marco,Clemente,BSHRM,2025,Eastern Standard High,yes
20271367,Ramos,Rosa,Macapagal,BSBAHRM,2027,Pioneer Academy,passed
20271368,Sy,Carla,Jacinto,BSEEd,2027,St. Jude Academy,passed
20261369,Bautista,Mateo,Bernardo,BSHRM,2026,Rizal Memorial,true
20251370,De Leon,Rosa,Zaragoza,BSCpE,2025,Rizal Memorial,yes
